Tweet,Sentiment,Type,HS_Target,HS_Topic
 nauzubillah ini rezim sangat anti islam,Negative,Hate Speech,Individual,Religion
 memang benar kawan aktivis 98 yang di gerakan lembar moerdani biayai anak anak bagaimana nih yang notabene organisasi mahasiswa bentukan partai komunis indonesia ,Positive,Neutral,Other,Other
 sendirinya juga sipit malah memaki gue ,Positive,Neutral,Other,Other
 masih aku islam nusantara koen kate lapo jancuk matanya picek kok sugik ini ,Negative,Hate Speech & Abusive,Individual,Physical
 gue cuma makan makanan ringan doang anjir belum makan nasi wkwk ,Negative,Abusive,Other,Other
 biasalah bani pemarah kalau diajak mengobrol lari kesana kemari cari alasan ,Negative,Hate Speech,Group,Other
mantappppppp ,Positive,Neutral,Other,Other
di dunia ini kayaknya cuma jokowi ya presiden yang dituding liberal kapitalis sekaligus komunis juga lemah sekaligus otoriter ,Negative,Hate Speech,Individual,Other
 sih amat memang enggak bodoh gue bilang amat nih kamu bawa bawa nama dia ,Positive,Neutral,Other,Other
 ah kacrut lah sok sibuk membela tetapi masih belum tau siapa yang bakal jadi wakil presidennya xf0 x9f x98 x86 xf0 x9f x98 x86 xf0 x9f x98 x86 ,Negative,Hate Speech & Abusive,Group,Other
 masihkan akan berbaik hati dengan tenaga kerja asing istighfar pak sebelum rakyat tak mampu lagi bersabar uniform resource locator,Negative,Hate Speech,Individual,Other
 pakai muka kamu ya lesbi dong anjir jadinya ,Negative,Abusive,Other,Other
 kenapa harus iri mereka wudhu menyucikan diri sebelum be emu dengan tuhan mereka orang kristen tidak perlu menyucikan diri terlebih dahulu karena tuhan yesus akan mau menerima segala dosa dosa kenajisan kita dan ia sendiri yang akan menyucikan kita ,Positive,Neutral,Other,Other
 apa kabar memek tembem ,Negative,Abusive,Other,Other
paling nanti komentarnya jangan transaksi pakai dolar 2019 ganti presiden 2019 presiden baru,Negative,Hate Speech,Individual,Other
jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin bisa salat bisa mengaji santun sopan tidak sepe i babi kafir ahok,Negative,Hate Speech & Abusive,Individual,Religion
 oh ternyata kesibukan be ambah promosi hoaks kampret lah nini nomor 0856 bisa di daftar ke tidak biar tidak perlu ganti nomer dan terlalu sibuk promosi hoaks ,Negative,Hate Speech & Abusive,Group,Other
ini pasti salah jokowi uniform resource locator,Negative,Hate Speech,Individual,Other
 di filipina itu gereja katolik memegang peranan sangat kuat momen dalam kehidupan sehari hari mis pemerintah anjurkan kb gereja katolik mengharamkan jadinya filipina penduduknya terus tumbuh ,Positive,Neutral,Other,Other
 sebagai warganet yang penasaran kalau habis ngewe kan ada itu sesi pillow talk atau cuma menggusel lucu sampai ketiduran paul kamu begitu tidak sih apa habis ena enak terus kaku lagi kayak bh baru ,Negative,Abusive,Other,Other
 mudah an jadi budek benaran ,Negative,Hate Speech & Abusive,Individual,Physical
 saya kasih tau ya yang bunuh yesus itu yahudi bukan muslim kenapa kristen jadi benci muslim muslim menghormati yesus sebagai nabi penganut agama yang lain sepe i buddha hindu dan lain lain bahkan tidak mengakui yesus sebagai apapun k,Positive,Neutral,Other,Other
 hanya politikus yang gila jabatan amp apa a yang bilang pak jokowi antek asing se a partai politik gurem cari pendukung pada pemilihan presiden 2019 kehabisan wacana berpolitik tanpa b si buat program pembangunan negara kesatuan republik indonesia ujungnya jual kebencian hoaks dan agama se a ge,Positive,Neutral,Other,Other
ibnu mubarak pernah memiliki tetangga seorang yahudi namun ia selalu lebih dahulu memberi makan tetangganya itu sebelum anak anaknya sendiri bahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anak anaknya ,Positive,Neutral,Other,Other
 jika seorang ahli kitab yahudi dan nasrani memberi salam pada kalian maka balaslah dengan ucapan wa xe2 x80 x99alaikum xe2 x80 x9d hari bukhari dan muslim ,Positive,Neutral,Other,Other
 selain musiknya pakai bahasa asing juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari jawa tengah ,Positive,Neutral,Other,Other
 sontoloyo memang jaka a nih ,Negative,Hate Speech & Abusive,Group,Other
gelombang tenaga kerja asing asal cina berbondong bondong memasuki kota kendari sulawesi tengah aduh mirisnya nasib anak bangsaku 2019 ganti presiden,Negative,Hate Speech,Group,Other
 maaf saya menilai ucapan bapak hidayat nur wahid yang terhormat itu sebagai gambaran betapa munafik picik dan kotornya hati anda ,Negative,Hate Speech & Abusive,Individual,Other
bangkai tidak dijual nih acc ,Negative,Abusive,Other,Other
tidak ingat kapan terakhir kali mimpi indah realita kayak tai mimpi masa tai juga ,Negative,Abusive,Other,Other
bisa be itel kaji dari dulu sampai sekarang memang tidak murah mahal belum lagi mengantre kebrangkatanya bisa 5 delapanan tahun lebih baru bisa berangkat kaji pun yang katanya bisa cepat juga harus nugu alternatif cepat kaji adalah jadi tenaga kerja indonesia di tengah east salut dengan mereka ,Positive,Neutral,Other,Other
 milanisti kampret uniform resource locator,Negative,Hate Speech & Abusive,Group,Other
outfit of the day sih eiffel amora mollien naufal molen cantik semok sih sipit belo kesayangan aunty xf0 x9f x91 xb6 xf0 x9f x98 x8d xf0 x9f x98 x98 ,Positive,Neutral,Other,Other
 bodoh itu abu tours anjing tai tai semua luwes asuuuu cina tiga puluh lima triliun bajingan tai anjing maling sejati kerja indonesia rusak xe2 x98 xba xef xb8 x8f ,Negative,Hate Speech & Abusive,Group,Race
perbuatan lgbt itu sendiri adalah melampau uniform resource locator,Positive,Neutral,Other,Other
 mantap banget bro sudah ganteng pakai dasi suka ngentot lagi xf0 x9f x8d x8c xf0 x9f x8d x8c dan xf0 x9f x92 x8b xf0 x9f x92 xa6 xf0 x9f x98 x98 dan dan like amp follow dan dan gay video gay sex gay video dan dan xe2 x80 xa6 ,Negative,Abusive,Other,Other
munafik kok teriak munafik mengaca dulu sana ,Negative,Hate Speech & Abusive,Individual,Other
 jambu bol mungkin bisa diperhalus dengan jambu bokong ,Negative,Abusive,Other,Other
 menganggur itu 1 lobang sini titit abang yang masuk ,Negative,Abusive,Other,Other
baru pe sama kali gue benar benar menaksir sama cowok yang mukanya asia parah i mean sipit putih adohhh gila gue benar benar tergila gila ,Positive,Neutral,Other,Other
 terima kasih presiden jokowi,Positive,Neutral,Other,Other
 haha hayo ya boleh racist cina cinaan lah nenek moyang kita semua dari cina bagian selatan lah sebelum namanya cina xe2 x9c x8c xe2 x9c x8c ,Positive,Neutral,Other,Other
 ya bukan di italia saja di institusi agama kristen dikebanyakan tawar maju mereka hampir sama dengan peran peran kesukarelaan dan foundation lagian agama di indonesia dan tokohnya hanya dipakai untuk ritual lima tahunan saja kan jadi mereduksi makna,Positive,Neutral,Other,Other
 permintaan maaf sih kunyuk ini tidak ada a inya otaknya tetap saja nyinyir ,Negative,Hate Speech & Abusive,Individual,Other
 yang berbicara begitu siapa yang harus kamu tanya itu kenapa gandeng 4 bank asing bukannya melakukan langkah hukum untuk menggugat peraturan yang mengistimewakan freepo ,Positive,Neutral,Other,Other
ngupiii ah ,Positive,Neutral,Other,Other
muslim rohingya 4 hari aku gendong ibuku desa dibakar teroris buddha ,Negative,Hate Speech,Group,Religion
dan orang yang tidak bisa berpikir lurus itu dipelihara jokowi dalam berbagai organisasi terbayang tidak kacaunya indonesia nanti aduh ,Negative,Hate Speech,Individual,Other
bagaimana mungkin aku menginginkan dia yang taat agama sedangkan aku masih jauh dari agama ,Positive,Neutral,Other,Other
banyak laporan tentang gerakan fajar nusantara kami rekomendasikan dilarang yang harus dilarang islam hikdun,Negative,Hate Speech,Group,Religion
 wkwk iya betul juga sih jadi saksi bisu kegalauan sampai sempat pikir nih anak stres kenapa sih xf0 x9f x98 x85 nih tapi taunya besok besoknya malah twitnya isinya jkt48 xf0 x9f xa4 xa3 ,Positive,Neutral,Other,Other
padahal air itu tidak akan sampai ke mulutnya dan doa orang orang kafir itu hanyalah kamu kamu belaka dan dan qs ar ra di 13 ayat 14 ,Positive,Neutral,Other,Other
follow untuk mengetahui informasi terkini mengenai ekonomi keuangan perbankan investasi saham di indonesia dan dunia hari ini,Positive,Neutral,Other,Other
 fan fiction genpi warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018 alam banten ,Positive,Neutral,Other,Other
nah lah masih menyebut jokowi antek asing wkwk ,Positive,Neutral,Other,Other
adek armando dipolisikan soal postingan azan tidak suci ,Positive,Neutral,Other,Other
federation of international football association siasat isu suara monyet aksi prancis rusia uniform resource locator,Positive,Neutral,Other,Other
 tengok cara balas nih ke cara kita oke pe ahankan astaga di orang ayolah dan maki hamun bukan tujuan kempen kita oke dan sebab itu pak cik nak hapuskan bangsa anjing nih dan nini adalah anjing begitu begitu begitu xf0 x9f x90 xbc xf0 x9,Negative,Hate Speech & Abusive,Group,Other
 denkuzul kebanyakan minum kencing onta kamu makanya ngacooo bahlul kamu sama kayak wan abud ,Negative,Hate Speech & Abusive,Individual,Other
warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018 sabtu 21 april 2018,Positive,Neutral,Other,Other
 dan mungkin sepe inya satu lagi bisa membuat anak memiliki karakter autis ,Positive,Neutral,Other,Other
 ya angkutan kota lebih goblok ,Negative,Abusive,Other,Other
diduga bawa kabur uang calon jemaah direktur utama travel umrah dipolisikan jika allah subhanahu wa taala tuhan sudah kena azab paling pedih,Negative,Hate Speech,Group,Religion
duta as ke pbb nikki haley telah pulang ke white house menolak dakwaan penasihat te inggi bahwa dia keliru dengan mengatakan presiden donald trump akan mengenakan sekatan baru ke atas rusia ,Positive,Neutral,Other,Other
tahun 1999 poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme majelis permusyawaratan rakyat namun saat ini pemilihan presiden oleh rakyat tidak mungkin ada poros ketiga,Positive,Neutral,Other,Other
 karena kamu mirip tai xf0 x9f x98 x8,Negative,Hate Speech & Abusive,Individual,Other
 biru tidak punya titit sudah ditebas ,Negative,Abusive,Other,Other
 maunya di jamban ,Positive,Neutral,Other,Other
 ha apaan mau nete ,Negative,Abusive,Other,Other
partai keadilan sejahtera front pembela islam dan kawan kawan teriak fitnah orang partai komunis indonesia antek asing asing yang pasang merah putih terbalik siapa yang fan asing isis al qaeda dan lain lain siapa,Negative,Hate Speech,Group,Religion
pendukung prabowo surat pemberitahuan tahunan arb sda adalah orang orang bejat tabiatnya kasar termasuk orang ini begitu begitu semoga dilaknat oleh allah ,Negative,Hate Speech & Abusive,Group,Other
kenapa gue jijik gue mandangnya sebagai orang awam yang tidak suka korea pop jadi pikir kan orang korea itu homo atau lesbi padahal itu idol kita adalah di korea hidup tentram normal dan gue yakin sih beberapa idol sudah punya pacar jadi wajar saja selama masih lawan je,Negative,Abusive,Other,Other
 mana lah saya tau saya kan autis ,Positive,Neutral,Other,Other
 salah ikut korg lah kenapa bila berkaitan gan gay saja semua orang nak jadi alim penyelamat saviour padahal korg semua orang asing tengok gay saja terus kata truk gay ialah ciri sahaja tengok pada individu kalau dia rakyat yang baik biarkan lah,Positive,Neutral,Other,Other
ributkan ekonomi salah ributkan hukum salah ributkan otoriter salah ributkan patung salah terus kami bolehnya apa pak ,Negative,Hate Speech,Individual,Other
 bukan sok kristen kan memang kristen banget haha ya sudah semoga dia tidak denial dan hidup dengan tenang tanpa saya ,Positive,Neutral,Other,Other
 juventus adalah budaya turun temurun ya teh ,Positive,Neutral,Other,Other
tai adalah saat gue biasa saja dia baik banget amp mengejar mengejar gue eh pas gue sudah sayang nyaman dia malah jadi cuek amp pergi begitu saja ,Negative,Abusive,Other,Other
kata sandiaga sampah di kolong tol pelabuhan sudah ada sejak orde baru,Positive,Neutral,Other,Other
ab cinta kedamaian tidak suka hal yang ribet,Positive,Neutral,Other,Other
 perusahaan transpo asi online paling biadab yang tidak mengikuti undang undang no 22 tahun 2009dan menolak permen nomor 108th2017 perusahaan komunis yang didanai komunis cina ,Negative,Hate Speech,Group,Race
 ini kalau hanya ikut ikut,Positive,Neutral,Other,Other
ahok foto dengan bos alexis langsung dituduh melindungi giliran asma dewi foto dengan prabowo,Negative,Hate Speech,Individual,Other
 sudahlah biarlah itu menjadi sejarah kelam bangsa kita yang pasti sekarang harus waspada jangan sampai antek orde baru bangkit lagi ,Positive,Neutral,Other,Other
 fiksi itu bersifat imajiner atau naratif dalam fiksi imajinasi tak ada hukumnya wajib percaya jadi boleh percaya boleh tidak sesuai narasi pemikiran masing masing orang dalam agama hukumnya wajib percaya pada firman nya dalam kitab suci jadi iya,Positive,Neutral,Other,Other
4 oleh karena itu presiden mengajak para ulama untuk ikut se a bersama pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak jokowi ajak ulama sejukkan pemilihan kepala daerah,Positive,Neutral,Other,Other
6 bagaimana caramu mengantisipasi diri dari stres dan tekanan aku chat,Positive,Neutral,Other,Other
 makanya jangan cuma ikut ikutan anti asing ya investor kebanyakan asing di tangan jokowi asing tidak bakal bisa jajah indonesia hanya kerja sama yang saling menguntungkan giliran investor asing di pergi yang susah rakyat juga ,Positive,Neutral,Other,Other
 tidak camilan pra ujian nasional sekarang kulit buaya ,Positive,Neutral,Other,Other
 eh haha iya uang muka kamu hyunjin anjir begini nih kau malas nge zoom haha ,Negative,Abusive,Other,Other
di pekanbaru ponakan gue taunya kristen itu agama batak jadi gereja ya tempat ibadah orang beragama batak dan padahal siapapun bisa saja memeluk agama kristen atau agama lain kan dan nini tugas guru agama di pekanbaru apa saja ya ,Positive,Neutral,Other,Other
 arahnya mau dibawa sepe i pilihan kepala daerah daerah khusus ibukota ya kang kok jadi bahaya laten ya kalau semua pilihan kepala daerah dibuat kayak begitu ,Positive,Neutral,Other,Other
ada yang ancam bunuh dia ada yang ancam dia jadi tersangka ada yang ancam dia digulingkan dari ketua umum pak ai ada ancaman bakar ibu kota kader kader utama pak ai di pilihan kepala daerah kalah beruntun secara mengejutkan intervensi as cina dan kawan kawan se a penguasa negeri untuk men,Positive,Neutral,Other,Other
makar no lengserkan jokowi iya faizal assegaf ketua progres 98 jutaan rakyat berdemo secara damai untuk ,Negative,Hate Speech,Individual,Other
yang kayak indonesia bukan orang indonesia tapi cina kan aneh ayo pribumi usir mereka dari negeri kita ini ,Negative,Hate Speech,Group,Race
 kata kata bodoh dungu dan idiot semua secara teknis mengacu pada seseorang dengan nilai intelligence quotient di bawah 70 psikologi ,Positive,Neutral,Other,Other
 gajah yang ridwan kamil itu ya kirain habis kasus itu bakal dibenahi taunya kemarin kesana itu tetap memprihatinkan dan kandang buaya nya saja seram takut kabur burung saja pada diam dan tidak kuat sampai ujung saking sedihnya total jalan jalan cu,Positive,Neutral,Other,Other
 kepala apaan anjir ,Negative,Abusive,Other,Other
 jembatan fenomenal dengan pemandangan fenomenal pula bravo presiden jokowi pembangunan jembat rakyat bersama jokowi,Positive,Neutral,Other,Other
 mereka kan kaum bodoh bawaannya bawa perasaan mulu kalau kata jujungannya a mengikut semua dasar kaum dongok tidak punya pendirian ya memalukan in orang islam saja ,Negative,Hate Speech & Abusive,Group,Religion
sudah begitu yang gue tidak habis pikir pengikutnya masih saja berasa paling bermoral padahal bohong itu biangnya segala dosa lah ,Negative,Hate Speech,Group,Other
 blok itu tindakan dewasa menjaga kewarasan bukan kekanak kanakan kamu mau sampah menumpuk membusuk di halaman rumahmu tidak disapu sapu ,Positive,Neutral,Other,Other
